어린이집명,시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자
행복나무어린이집,경기도,화성시,가정,19,6,"경기도 화성시 동탄공원로 21-39 966동 102호(능동, 푸른마을신일해피트리아파트)",031-613-9361,,,,,N,,2016-06-01
동탄햇살가득어린이집,경기도,화성시,가정,20,5,경기도 화성시 동탄공원로1길 16-5 (반송동),070-4623-1477,,,,,N,,2016-06-01
동화마을어린이집,경기도,화성시,가정,20,5,"경기도 화성시 동탄공원로 21-12 910동 101호(능동, 푸른마을포스코더샵아파트)",031-8003-9910,,,,,N,,2016-06-01
동화속어린이집,경기도,화성시,가정,20,5,경기도 화성시 와우로15번길 10 임광그대가 303동 101호,031-225-7977,,,,,N,,2016-06-01
두레어린이집,경기도,화성시,법인·단체등,94,11,경기도 화성시 우정읍 두레길 13,031-358-2659,,,,,Y,,2016-06-01
사랑모아어린이집,경기도,화성시,가정,20,6,경기도 화성시 향남읍 상신하길로274번길 61 806동 101호(서봉마을 모아엘가),031-8059-4657,,,,,N,,2016-06-01
두리어린이집,경기도,화성시,가정,16,4,"경기도 화성시 병점2로 35 110동 104호(병점동, 주공아파트)",031-225-4862,,,,,N,,2016-06-01
쌍용즐거운어린이집,경기도,화성시,가정,20,3,"경기도 화성시 동탄반석로 71 451동 101호(반송동, 솔빛마을쌍용예가아파트)",031-613-4008,,,,,N,,2016-06-01
썬키즈어린이집,경기도,화성시,민간,163,12,경기도 화성시 향남읍 분양동길 4-11 썬키즈어린이집,031-366-3806,,,,,Y,,2016-06-01
아가페어린이집,경기도,화성시,민간,20,4,경기도 화성시 송산면 마도북로 56-6,031-356-4552,,,,,Y,,2016-06-01
아기까꿍어린이집,경기도,화성시,가정,16,7,"경기도 화성시 동탄지성로 42 225동 104호(반송동, 시범한빛마을 아이파크)",031-613-5117,,,,,N,,2016-06-01
아기별어린이집,경기도,화성시,가정,20,7,경기도 화성시 봉담읍 수영로 61-16 신창 비바 패밀리 102동 102호,031-291-1472,,,,,Y,,2016-06-01
신창어린이집,경기도,화성시,가정,20,4,"경기도 화성시 병점1로 65 104동 103호(병점동, 늘벗마을신창1차아파트)",031-309-4748,,,,,N,,2016-06-01
양감교회부설양감어린이집,경기도,화성시,법인·단체등,47,5,경기도 화성시 은행나무로 255 경기 화성시 양감면 신왕리  676-5(도로명미고시),031-352-1799,,,,,Y,,2016-06-01
어린왕자어린이집,경기도,화성시,가정,19,4,"경기도 화성시 동탄지성로 405 111동 104호(기산동, 대우푸르지오)",031-302-6355,,,,,N,,2016-06-01
엄마품호반어린이집,경기도,화성시,가정,20,5,"경기도 화성시 동탄순환대로22길 45 1203동 102호(청계동, 호반베르디움더클래스)",031-373-6005,,,,,N,,2016-06-01
에스빌어린이집,경기도,화성시,가정,20,5,"경기도 화성시 병점3로 54 202동 101호(병점동, 다정마을신한에스빌2차아파트)",031-232-8491,,,,,N,,2016-06-01
에일린어린이집,경기도,화성시,가정,20,5,"경기도 화성시 향남읍 행정중앙1로 39 401동 104호(행정리, 향남시범넓은들마을에일린의뜰)",031-353-2223,,,,,N,,2016-06-01
모아어린이집,경기도,화성시,가정,19,6,"경기도 화성시 동탄공원로 21-11 949동 103호 (능동, 푸른마을 모아미래도)",031-8003-1707,,,,,N,,2016-06-01
무지개어린이집,경기도,화성시,민간,182,16,경기도 화성시 봉담읍 생수길 39-1,031-298-9337,,,,,Y,,2016-06-01
미래숲어린이집,경기도,화성시,민간,123,10,경기도 화성시 봉담읍 최루백로 286,031-298-0272,,,,,Y,,2016-06-01
미래어린이집,경기도,화성시,가정,20,3,"경기도 화성시 동탄숲속로 36 882동 101호(능동,동탄숲속마을 모아미래도2단지)",031-8003-6323,,,,,N,,2016-06-01
아이세상어린이집,경기도,화성시,가정,19,3,"경기도 화성시 동탄숲속로 68 863동 102호(능동, 숲속마을 자연앤데시앙)",031-8050-7142,,,,,N,,2016-06-01
아이슐레어린이집,경기도,화성시,민간,37,6,경기도 화성시 봉담읍 삼천병마로 1256-20 관리동1층,031-298-8288,,,,,Y,,2016-06-01
아이원어린이집,경기도,화성시,가정,20,7,경기도 화성시 향남읍 행정동로 64 풍림아이원아파트 1403-103,031-352-6376,,,,,N,,2016-06-01
아이캐슬어린이집,경기도,화성시,가정,20,5,경기도 화성시 여울로4길 59-7 (능동1101-9),031-613-2893,,,,,Y,,2016-06-01
하늘아이어린이집,경기도,화성시,민간,45,9,경기도 화성시 삼천병마로 584 경기도 화성시 팔탄면 가재리 692-1 진우아파트 내 보육동,031-366-2684,,,,,Y,,2016-06-01
하람어린이집,경기도,화성시,민간,77,10,경기도 화성시 향남읍 행정중앙2로 83 단지내 하람어린이집,031-8059-5559,,,,,N,,2016-06-01
하얀콩어린이집,경기도,화성시,가정,20,5,"경기도 화성시 동탄반석로 42 607동 101호(반송동, 한화우림아파트)",031-8058-1010,,,,,N,,2016-06-01
하은어린이집,경기도,화성시,가정,19,4,"경기도 화성시 동탄지성로 405 103동 101호(기산동, 대우푸르지오)",031-224-5745,,,,,N,,2016-06-01
하하하어린이집,경기도,화성시,가정,20,6,경기도 화성시 탄요1길 62 1층,031-613-8874,,,,,N,,2016-06-01
시립서봉제1어린이집,경기도,화성시,국공립,51,7,경기도 화성시 향남읍 상신하길로356번길 15 서봉마을1단지아파트 관리동어린이집,031-8047-4912,,,,,N,,2016-06-01
시립숲속제3어린이집,경기도,화성시,국공립,31,6,"경기도 화성시 동탄숲속로 69 관리동 (능동, 숲속마을 자연앤경남아너스빌)",031-8003-5761,,,,,N,,2016-06-01
시립아름어린이집,경기도,화성시,국공립,25,6,경기도 화성시 효행로707번길 7 아름마을 신한미지엔 관리동,031-223-7908,,,,,N,,2016-06-01
두산샘어린이집,경기도,화성시,민간,26,5,경기도 화성시 영통로50번길 27 아파트 관리동1층 (반월동),031-204-7758,,,,,N,,2016-06-01
두산위브어린이집,경기도,화성시,가정,20,6,"경기도 화성시 동탄공원로 21-40 930동 102호(능동, 동탄푸른마을두산위브아파트)",031-8003-9753,,,,,N,,2016-06-01
따스한햇살어린이집,경기도,화성시,민간,25,7,경기도 화성시 감배산로 30 관리동(풍성신미주아파트),031-375-7952,,,,,N,,2016-06-01
또래나라어린이집,경기도,화성시,가정,20,7,"경기도 화성시 효행로 229-11 111동 103호(기안동, 광도와이드빌아파트)",031-234-3248,,,,,N,,2016-06-01
또래어린이집,경기도,화성시,가정,11,6,"경기도 화성시 팔탄면 삼천병마로 584 101동 106호(가재리, 진우)",031-354-5519,,,,,Y,,2016-06-01
라온어린이집,경기도,화성시,가정,20,6,경기도 화성시 새강2길 24 1층,031-8003-8832,,,,,N,,2016-06-01
래미안어린이집,경기도,화성시,민간,28,5,경기도 화성시 동탄지성로 333 관리동,031-234-7074,,,,,N,,2016-06-01
송산예랑어린이집,경기도,화성시,민간,141,15,경기도 화성시 화산로62번길 4 (송산동),031-222-3597,,,,,Y,,2016-06-01
숙명키즈어린이집,경기도,화성시,민간,193,24,경기도 화성시 병점중앙로 100-7 (병점동307-1),031-239-3600,,,,,Y,,2016-06-01
숲속꿈에그린어린이집,경기도,화성시,가정,20,5,"경기도 화성시 동탄대로시범길 20 1411동 101호(청계동, 동탄역시범한화꿈에그린)",031-373-1134,,,,,N,,2016-06-01
숲속나무어린이집,경기도,화성시,가정,20,6,경기도 화성시 행정서로1길 31-3,031-353-0805,,,,,N,,2016-06-01
숲속모아어린이집,경기도,화성시,가정,20,6,"경기도 화성시 동탄숲속로 96 851동 101호(능동, 동탄숲속마을 모아미래도1단지)",031-8003-3122,,,,,N,,2016-06-01
숲속별어린이집,경기도,화성시,가정,19,4,"경기도 화성시 동탄숲속로 103 804동 103호(능동, 숲속마을자연앤경남아너스빌)",031-8003-1112,,,,,N,,2016-06-01
숲속키즈어린이집,경기도,화성시,민간,98,14,경기도 화성시 봉담읍 신양2길 166 (도로명 미고시 지역),031-298-7164,,,,,Y,,2016-06-01
아이파크어린이집,경기도,화성시,가정,20,9,경기도 화성시 봉담읍 와우로34번길 11 101동 104호,031-898-7230,,,,,N,,2016-06-01
아이햇살어린이집,경기도,화성시,가정,19,1,"경기도 화성시 동탄시범한빛길 10 231동 104호(반송동, 시범한빛마을 한화꿈에그린)",031-613-8929,,,,,N,,2016-06-01
아인어린이집,경기도,화성시,가정,20,5,경기도 화성시 남여울1길 5-38 (능동1167-4),031-8015-5854,,,,,N,,2016-06-01
아해뜰어린이집,경기도,화성시,민간,151,16,경기도 화성시 안녕북길 27 (안녕동),031-267-0234,,,,,Y,,2016-06-01
안데르센어린이집,경기도,화성시,가정,20,5,"경기도 화성시 동탄숲속로 69 834동 104호(능동,동탄숲속마을자연앤경남아너스빌)",070-8628-0223,,,,,N,,2016-06-01
알찬어린이집,경기도,화성시,가정,19,2,경기도 화성시 봉담읍 동화역말길 22 휴먼시아 동화마을,031-293-8538,,,,,N,,2016-06-01
애기똥풀어린이집,경기도,화성시,가정,12,3,"경기도 화성시 향남읍 행정서로 18 509동 105호(행정리, 향남시범한우물마을휴먼시아5단지아파트)",031-8059-5049,,,,,N,,2016-06-01
창의나라어린이집,경기도,화성시,민간,30,7,경기도 화성시 10용사로 221 성호1차 아파트 관리동 (병점동),031-234-5707,,,,,N,,2016-06-01
화성향남10단지부영사랑으로어린이집,경기도,화성시,민간,60,5,경기도 화성시 향남읍 하길로 70 보육동 (오색마을 사랑으로부영10단지아파트),031-8059-0300,,,,,N,,2016-06-01
시립동화1단지어린이집,경기도,화성시,국공립,26,6,"경기도 화성시 봉담읍 동화길 81-13 101동(, 휴먼시아동화마을1단지아파트)",031-298-2934,,,,,N,,2016-06-01
아이세움어린이집,경기도,화성시,민간,46,8,경기도 화성시 동탄공원로 21-39 신일해피트리아파트 관리동 1층,031-8015-1020,,,,,N,,2016-06-01
엔젤어린이집,경기도,화성시,민간,26,8,경기도 화성시 병점4로 102   진안주공 10단지아파트  관리동 1층 엔젤어린이집,031-307-7004,,,,,N,,2016-06-01
예쁜어린이집,경기도,화성시,가정,20,7,"경기도 화성시 10용사로 286 1011동 103호(능동, 송골마을 우남퍼스트빌2차아파트)",031-308-8943,,,,,Y,,2016-06-01
신일은초롱어린이집,경기도,화성시,가정,20,4,"경기도 화성시 봉담읍 효행로 370-4 105동 103호(와우리, 신일해피트리2차아파트)",031-224-1236,,,,4,N,,2017-04-20
창의나라어린이집,경기도,화성시,민간,30,6,경기도 화성시 10용사로 221 성호1차 아파트 관리동 (병점동),031-234-5707,031-234-5707,,,4,N,,2017-04-20
창의놀이터어린이집,경기도,화성시,가정,20,7,"경기도 화성시 병점3로 53 103동 104호(병점동, 다정마을신한에스빌아파트)",031-309-8607,031-309-8607,,,4,N,,2017-04-20
천천어린이집,경기도,화성시,민간,39,7,경기도 화성시 매송고색로375번길 13 천천어린이집,031-294-4389,031-294-4389,,,6,Y,,2017-04-20
체리어린이집,경기도,화성시,가정,20,6,"경기도 화성시 동탄숲속로 19 892동 103호(능동, 숲속마을풍성신미주아파트)",031-8050-8044,,,,4,N,,2017-04-20
초록숲어린이집,경기도,화성시,가정,20,4,"경기도 화성시 영통로61번길 10 110동 105호(반월동, 신영통현대1차아파트)",031-274-9993,031-273-9950,,,4,N,,2017-04-20
초콜릿어린이집,경기도,화성시,민간,39,6,경기도 화성시 영통로27번길 20 신영통현대아파트 4단지 관리동 2층,031-307-8440,031-307-8440,,,7,Y,,2017-04-20
칸타빌어린이집,경기도,화성시,민간,82,14,"경기도 화성시 동탄순환대로22길 14 관리동(청계동, 대원칸타빌 포레지움)",031-373-2558,,,,9,N,,2017-04-20
캥거루어린이집,경기도,화성시,가정,12,4,"경기도 화성시 병점3로 157 802동 101호 (병점동,안화동마을 주공아파트)",031-233-2974,,,,4,N,,2017-04-20
큰나라어린이집,경기도,화성시,가정,19,5,"경기도 화성시 효행로 846 104동 101호(안녕동, 다솜마을동문굿모닝힐아파트)",031-223-9136,031-223-9136,,,4,N,,2017-04-20
동탄하바패밀리어린이집,경기도,화성시,가정,20,7,경기도 화성시 동탄공원로3길 40-14 (반송동 47-6),031-613-7923,031-613-7923,,,4,N,,2017-04-20
해바라기어린이집,경기도,화성시,가정,20,6,"경기도 화성시 향남읍 행정중앙2로 83 1011동 102호(행정리, 향남시범살구꽃마을대방노블랜드)",031-351-9639,031-353-0779,,,5,N,,2017-04-20
해사랑어린이집,경기도,화성시,가정,18,3,"경기도 화성시 동탄공원로 21-39 967동 103호(능동, 동탄푸른마을 신일해피트리)",031-613-8736,031-613-8736,,,4,N,,2017-04-20
해와달어린이집,경기도,화성시,가정,19,6,"경기도 화성시 화산중앙로 34 109동 101호(송산동, 솔뫼마을한승미메이드아파트)",031-8050-7873,031-8050-7873,,,4,N,,2017-04-20
해피성심어린이집,경기도,화성시,민간,139,15,경기도 화성시 작현길24번길 3 (송산동),031-267-0043,031-235-4744,,,15,Y,,2017-04-20
해피어린이집,경기도,화성시,가정,17,4,"경기도 화성시 동탄공원로 21-39 968동 101호(능동, 동탄푸른마을 신일해피트리)",031-8003-9662,031-8003-9662,,,4,N,,2017-04-20
사랑숲어린이집,경기도,화성시,가정,20,5,"경기도 화성시 영통로27번길 53 204동 104호(반월동, 신영통현대2차아파트)",031-204-2429,031-204-2429,,,4,N,,2017-04-20
해랑어린이집,경기도,화성시,가정,17,3,"경기도 화성시 봉담읍 와우로34번길 30 105동 101호(와우리, 다온마을쌍용스윗닷홈아파트)",031-234-1302,031-234-1302,,,4,Y,,2017-04-20
사랑해어린이집,경기도,화성시,가정,19,3,"경기도 화성시 병점3로 74 211동 103호(병점동,느치미마을주공아파트)",031-234-6735,,,,4,N,,2017-04-20
산들꽃어린이집,경기도,화성시,민간,29,4,경기도 화성시 동탄반석로 16 관리동,031-8003-3458,,,,4,N,,2017-04-20
산호초어린이집,경기도,화성시,가정,16,3,경기도 화성시 사랑길 13 산호아파트 103동 106호,031-351-5941,031-351-5942,,,5,N,,2017-04-20
상록리슈빌어린이집,경기도,화성시,민간,75,14,"경기도 화성시 동탄순환대로29길 57 관리동(영천동, 상록리슈빌아파트)",031-373-2232,,,,7,N,,2017-04-20
상록행복한어린이집,경기도,화성시,민간,34,8,경기도 화성시 향남읍 행정동로 83 화성 향남시법 복사꽃마을 상록하늘채 아피트 관리동,031-366-6333,031-366-6344,,,4,N,,2017-04-20
새가람어린이집,경기도,화성시,가정,12,3,"경기도 화성시 동탄중앙로 99 517동 103호(반송동, 동탄새강마을휴먼시아아파트)",031-613-5951,031-000-0000,,,3,N,,2017-04-20
사랑으로빛나어린이집,경기도,화성시,가정,20,6,경기도 화성시 향남읍 하길로 69 904동 103호(향남오색마을사랑으로부영),031-8059-0302,031-8059-0302,,,4,Y,,2017-04-20
코원어린이집,경기도,화성시,민간,194,13,경기도 화성시 향남읍 평4길 10-8,031-353-8293,031-353-9581,,,,Y,,2017-04-20
새벽별어린이집,경기도,화성시,가정,19,4,경기도 화성시 와우로73번길 22 102-103,031-221-2460,031-221-2460,,,4,N,,2017-04-20
새별어린이집,경기도,화성시,가정,19,3,"경기도 화성시 봉담읍 동화길 120 602동 104호(동화리, 휴먼시아동화마을6단지아파트)",031-893-9936,031-893-9936,,,4,Y,,2017-04-20
예쁜그림어린이집,경기도,화성시,가정,20,6,"경기도 화성시 융건로 99 120동 101호(기안동, 풍성신미주)",031-239-6075,031-239-6075,,,4,N,,2017-04-20
예쁜마음어린이집,경기도,화성시,가정,20,9,"경기도 화성시 봉담읍 수영로 61-14 101동 102호(수영리, 한울마을신창비바패밀리아파트)",031-893-4113,,,,4,N,,2017-04-20
예쁜어린이집,경기도,화성시,가정,20,4,"경기도 화성시 10용사로 286 1011동 103호(능동, 송골마을 우남퍼스트빌2차아파트)",031-308-8943,031-308-8943,,,6,N,,2017-04-20
예손어린이집,경기도,화성시,가정,20,6,경기도 화성시 동탄공원로2길 20-46,031-8003-7111,031-8003-7222,,,4,N,,2017-04-20
햇살어린이집,경기도,화성시,가정,20,7,"경기도 화성시 태안로 85 103동 108호(병점동, 한일타운)",031-236-1004,031-238-2004,,,4,Y,,2017-04-20
행복숲어린이집,경기도,화성시,가정,16,6,"경기도 화성시 동탄순환대로21길 54 1326동 101호(청계동, 센트럴푸르지오)",031-375-5828,031-377-5827,,,4,N,,2017-04-20
행복한산호어린이집,경기도,화성시,가정,13,4,"경기도 화성시 장안면 사랑길 13 102동 101호(사곡리, 산호아파트)",031-358-3556,031-358-3557,,,4,N,,2017-04-20
행복한어린이집,경기도,화성시,가정,20,5,"경기도 화성시 동탄중앙로 189 334동106호(반송동, 다은마을 월드메르디앙반도유보라)",031-613-6705,031-613-6705,,,4,N,,2017-04-20
향기어린이집,경기도,화성시,가정,17,4,"경기도 화성시 화산북로 14 103동 101호(송산동, 우남블루존아파트)",031-237-6895,031-235-2668,,,4,N,,2017-04-20
향남민들레어린이집,경기도,화성시,민간,204,25,경기도 화성시 향남읍 서봉로115번길 105-5,031-354-6621,,,,17,Y,,2017-04-20
향남아이비어린이집,경기도,화성시,민간,119,17,경기도 화성시 향남읍 분양동길 38,031-8059-0486,031-8059-0487,,,23,Y,,2017-04-20
향남엄마사랑어린이집,경기도,화성시,가정,18,5,"경기도 화성시 향남읍 발안서로 11 109동 102호(발안리, 발안마을주공아파트)",031-359-8153,031-359-8153,,,4,N,,2017-04-20
향남초록나무어린이집,경기도,화성시,민간,51,8,경기도 화성시 향남읍 상신하길로274번길 61 모아엘가아파트 관리동,031-352-0449,031-352-0315,,,5,N,,2017-04-20
행복그린어린이집,경기도,화성시,가정,20,7,"경기도 화성시 동탄대로시범길 20 1428동 104호(청계동, 한화꿈에그린프레스티지)",031-8050-2618,031-8050-2619,,,4,N,,2017-04-20
생각통통어린이집,경기도,화성시,가정,20,4,경기도 화성시 동탄반송2길 35-12,031-613-4611,031-8015-4644,,,5,Y,,2017-04-20
서동탄어린이집,경기도,화성시,가정,20,6,경기도 화성시 남여울1길 5-37,031-8015-1472,031-8015-0123,,,5,N,,2017-04-20
서해미소어린이집,경기도,화성시,가정,20,7,"경기도 화성시 동탄문화센터로 38 411동 102호(반송동, 솔빛마을서해그랑블)",031-8050-9003,,,,4,N,,2017-04-20
선명어린이집,경기도,화성시,가정,19,3,"경기도 화성시 동탄지성로 295 108동 103호(기산동, 행복마을울트라참누리1단지아파트)",031-221-8809,031-221-8809,,,4,N,,2017-04-20
새한솔어린이집,경기도,화성시,민간,36,5,경기도 화성시 삼천병마로 1321-10 관리동,031-298-7770,031-227-3286,,,4,N,,2017-04-20
성문아이뜰어린이집,경기도,화성시,민간,20,4,경기도 화성시 봉담읍 진등2길 20,070-4273-8377,031-295-8377,,,4,Y,,2017-04-20
새봄어린이집,경기도,화성시,가정,20,4,"경기도 화성시 동탄숲속로 19 898동 103호(능동, 동탄숲속마을풍성신미주아파트)",031-8003-1135,,,,4,Y,,2017-04-20
오렌지어린이집,경기도,화성시,가정,19,6,"경기도 화성시 효행로1156번길 22 106동 104호(병점동, 신미주아파트)",031-234-9375,031-234-9375,,,4,N,,2017-04-20
우남아이사랑어린이집,경기도,화성시,가정,20,8,"경기도 화성시 병점3로 133 208동 104호(병점동, 안화동마을우남퍼스트빌2단지아파트)",031-238-4287,,,,4,N,,2017-04-20
호반베르디움어린이집,경기도,화성시,민간,57,12,"경기도 화성시 동탄대로시범길 122 관리동(청계동, 시범호반베르디움)",031-376-5253,,,,13,N,,2017-04-20
코코어린이집,경기도,화성시,가정,20,4,경기도 화성시 향남읍 행정서로1길 9-5,031-8059-2026,031-8059-2026,,,3,N,,2017-04-20
호반어린이집,경기도,화성시,가정,19,6,"경기도 화성시 병점3로 113 903동 103호(병점동, 안화동마을주공9단지아파트)",031-221-5739,,,,4,N,,2017-04-20
호반햇살어린이집,경기도,화성시,가정,20,6,"경기도 화성시 동탄순환대로22길 45 1201동 104호(청계동, 호반베르디움더클레스)",031-374-2232,031-374-2232,,,4,N,,2017-04-20
화성시청햇살어린이집,경기도,화성시,직장,99,18,경기도 화성시 시청로 159 화성시청 내 어린이집 (남양동),031-366-8341,031-366-9342,,,14,N,,2017-04-20
화성향남10단지부영사랑으로어린이집,경기도,화성시,민간,60,8,경기도 화성시 향남읍 하길로 70 보육동 (오색마을 사랑으로부영10단지아파트),031-8059-0300,,,,7,N,,2017-04-20
화성향남11단지부영사랑으로어린이집,경기도,화성시,민간,76,8,경기도 화성시 향남읍 하길로 9 관리동 (오색마을 사랑으로부영11단지아파트),031-353-4429,,,,8,N,,2017-04-20
화성향남7단지부영사랑으로어린이집,경기도,화성시,민간,46,8,경기도 화성시 향남읍 상신하길로274번길 21,031-353-8387,031-353-8388,,,8,N,,2017-04-20
휴먼빌아띠어린이집,경기도,화성시,가정,20,4,경기도 화성시 와우로 51 봉담휴먼빌 104동 103호,031-8081-4500,031-8081-4500,,,4,N,,2017-04-20
희성어린이집,경기도,화성시,민간,28,6,"경기도 화성시 화산중앙로 34 주민복지관내1층(화산동, 한승미메이드아파트)",031-221-7222,,,,5,Y,,2017-04-20
우미어린이집,경기도,화성시,가정,19,5,"경기도 화성시 향남읍 행정중앙2로 14 109동 103호(행정리, 향남시범넓은들마을우미린아파트)",031-8059-0246,031-8050-0209,,,4,N,,2017-04-20
우림별초롱어린이집,경기도,화성시,민간,29,6,경기도 화성시 효행로265번길 17 우림그린빌리지 관리동1층(기안동),031-226-9959,031-226-9948,,,5,N,,2017-04-20
우주목아이어린이집,경기도,화성시,가정,20,6,"경기도 화성시 동탄숲속로 68 872동 102호(능동, 숲속마을 자연앤데시앙아파트)",031-8003-3113,031-8003-3113,,,4,N,,2017-04-20
월드다하어린이집,경기도,화성시,가정,20,5,"경기도 화성시 병점중앙로 202 103동 105호(진안동, 월드메르디앙1단지아파트)",031-238-2399,031-238-2399,,,4,N,,2017-04-20
유성어린이집,경기도,화성시,가정,19,4,"경기도 화성시 동탄중앙로 213-1 241동 102호(반송동, 시범한빛마을금호어울림아파트)",031-613-0612,,,,4,N,,2017-04-20
소리엘어린이집,경기도,화성시,가정,19,0,"경기도 화성시 동탄시범한빛길 38 211동 101호(반송동, 시범한빛마을 케이씨씨스위첸)",031-8050-7358,031-8050-7358,,,4,N,,2017-04-20
솔빛몬테소리어린이집,경기도,화성시,가정,20,5,"경기도 화성시 동탄중앙로 171 355동 102호(반송동, 시범다은마을우남퍼스트빌3단지아파트)",031-8050-8316,031-8050-9808,,,4,N,,2017-04-20
솔빛사임당어린이집,경기도,화성시,가정,20,5,"경기도 화성시 동탄반석로 71 449동 103호(반송동, 솔빛마을쌍용예가아파트)",031-613-1543,031-613-1543,,,4,N,,2017-04-20
솜사탕어린이집,경기도,화성시,가정,20,7,"경기도 화성시 향남읍 발안남로 64 111동 101호(발안리, 우림필유아파트)",031-353-0316,031-353-0316,,,4,N,,2017-04-20
우리천사어린이집,경기도,화성시,가정,20,6,"경기도 화성시 봉담읍 수영로82번길 4 201동 103호(수영리, 한울마을신창비바패밀리아파트)",031-292-1130,031-292-1130,,,5,N,,2017-04-20
자연앤어린이집,경기도,화성시,가정,20,7,"경기도 화성시 동탄숲속로 68 873동 102호(능동, 숲속마을 자연앤데시앙)",031-8003-5854,031-8003-5854,,,4,N,,2017-04-20
은샘어린이집,경기도,화성시,가정,20,6,"경기도 화성시 동탄반석로 231 156동 102호(석우동, 예당마을 롯데캐슬)",031-8058-3699,031-8058-3699,,,4,N,,2017-04-20
은초롱어린이집,경기도,화성시,가정,18,5,"경기도 화성시 동탄면 동탄대로9길 19 2624동 103호(동탄면, LH26단지)",031-378-5228,,,,4,N,,2017-04-20
이레어린이집,경기도,화성시,가정,19,3,"경기도 화성시 효행로707번길 7 113동 103호(안녕동, 아름마을신한미지엔아파트)",031-893-5828,031-893-5828,,,4,N,,2017-04-20
이지어린이집,경기도,화성시,가정,20,6,"경기도 화성시 동탄순환대로28길 17 302동 103호(영천동, EG the 1 아파트)",031-378-7892,,,,4,N,,2017-04-20
인스빌어린이집,경기도,화성시,민간,77,12,"경기도 화성시 동탄순환대로21길 15 관리동(청계동, 신안인스빌)",031-373-3346,,,,9,N,,2017-04-20
잎새어린이집,경기도,화성시,가정,20,6,경기도 화성시 봉담읍 와우로34번길 11,070-8758-8111,,,,5,N,,2017-04-20
꼬망쎄어린이집,경기도,화성시,가정,20,5,"경기도 화성시 봉담읍 동화길 120 605동 102호(동화리, 휴먼시아동화마을6단지아파트)",031-238-0639,,,,4,N,,2017-04-20
은혜의동산교회부설어린이집,경기도,화성시,민간,39,6,경기도 화성시 남양시장로25번길 52,031-366-7756,,,,6,Y,,2017-04-20
꽃내음어린이집,경기도,화성시,민간,110,16,경기도 화성시 비봉면 비봉로 136-3,031-366-7959,031-366-7950,,,13,Y,,2017-04-20
꽃동산어린이집,경기도,화성시,가정,20,6,"경기도 화성시 동탄공원로1길 6-60 103동 102호 (반송동,우림필유타운하우스)",031-8015-8091,031-8015-8092,,,4,N,,2017-04-20
꽃초롱어린이집,경기도,화성시,가정,20,5,경기도 화성시 향남읍 상신하길로328번길 21 311동101호(사랑으로부영),031-8050-5101,,,,4,N,,2017-04-20
숲사랑어린이집,경기도,화성시,민간,41,6,경기도 화성시 남양읍 남양시장로 39 (남양동),031-356-6595,031-356-6595,,,4,Y,,2017-04-20
숲속꿈에그린어린이집,경기도,화성시,가정,20,7,"경기도 화성시 동탄대로시범길 20 1411동 101호(청계동, 동탄역시범한화꿈에그린)",031-373-1134,,,,4,N,,2017-04-20
작은별어린이집,경기도,화성시,가정,16,3,"경기도 화성시 병점3로 74 204동 104호 (병점동, 느치미마을주공아파트)",031-238-3787,031-238-3787,,,4,N,,2017-04-20
장안어린이집,경기도,화성시,민간,95,13,경기도 화성시 독지골길 15  -3 장안어린이집,031-358-1858,031-358-9870,,,10,Y,,2017-04-20
재크와콩나무어린이집,경기도,화성시,민간,92,9,경기도 화성시 병점동로42번길 17 어린이집,031-224-5605,031-898-9580,,,10,Y,,2017-04-20
정남어린이집,경기도,화성시,사회복지법인,137,15,경기도 화성시 정남면 만년로 565-8,031-353-7406,031-352-7334,,,16,Y,,2017-04-20
정다운어린이집,경기도,화성시,가정,20,5,"경기도 화성시 동탄숲속로 68  875동 102호(능동, 숲속마을 자연앤데시앙)",031-8003-5573,031-8003-5573,,,4,N,,2017-04-20
꿈동산어린이집,경기도,화성시,가정,13,5,"경기도 화성시 동탄원천로 315-13 736동 101호(능동, 능동마을주공7단지아파트)",031-375-8061,031-375-8061,,,4,N,,2017-04-20
꿈모아어린이집,경기도,화성시,가정,20,6,"경기도 화성시 동탄반석로 70 433동-101호(반송동, 솔빛마을신도브래뉴)",031-613-8176,031-613-8176,,,4,N,,2017-04-20
숲속별어린이집,경기도,화성시,가정,19,4,"경기도 화성시 동탄숲속로 103 804동 103호(능동, 숲속마을자연앤경남아너스빌)",031-8003-1112,,,,4,N,,2017-04-20
숲속키즈어린이집,경기도,화성시,민간,98,14,경기도 화성시 봉담읍 신양2길 166 (도로명 미고시 지역),031-298-7164,,,,10,Y,,2017-04-20
스마일어린이집,경기도,화성시,가정,18,9,"경기도 화성시 동탄반석로 264 107동 101호(석우동, 동탄예당마을푸르지오아파트)",031-8058-3313,031-8058-3313,,,5,N,,2017-04-20
슬기로운어린이집,경기도,화성시,민간,30,7,경기도 화성시 병점중앙로170번길 24 (진안동),031-222-3382,,,,5,Y,,2017-04-20
시립구문천어린이집,경기도,화성시,국공립,79,12,경기도 화성시 향남읍 발안공단로5길 14,031-353-9136,031-353-9137,,,15,N,,2017-04-20
