시군명,시설명,전화번호,지정일자,소재지우편번호,소재지지번주소,소재지도로명주소,WGS84경도,WGS84위도
광명시,허병원내과의원,02-2611-1088,2016-06-19,14263,경기도 광명시 광명동 158-378번지 3층,경기도 광명시 오리로 947,126.8577305,37.4781534
부천시,허연무내과의원,032-667-9361,2009-02-20,14725,경기도 부천시 송내동 581번지,경기도 부천시 경인로 134,126.7703214,37.4838431
수원시,허원이비인후과의원,031-222-7582,2010-10-30,16582,경기도 수원시 권선구 권선동 1064번지 2층,경기도 수원시 권선구 세권로212번길 3,127.0273647,37.2545994
고양시,허유재병원,031-817-1100,2009-02-24,10401,경기도 고양시 일산동구 장항동 780번지 일산복합빌딩,경기도 고양시 일산동구 중앙로 1317,126.7699002,37.6628219
용인시,허은주소아청소년과의원,031-286-7576,2010-11-01,16921,경기도 용인시 기흥구 마북동 524-13번지 벽산상가 303호,경기도 용인시 기흥구 용구대로 2398,127.1071885,37.300238
평택시,현가정의원,031-654-0875,2009-02-18,17872,경기도 평택시 비전동 878-2번지,경기도 평택시 평남로 722,127.1143068,36.9942451
수원시,연세산부인과의원,031-211-5151,2016-06-09,16518,경기도 수원시 영통구 원천동 96-7번지 연세산부인과,경기도 수원시 영통구 중부대로 333,127.0521078,37.2734863
김포시,연세산부인과의원,031-988-3575,2016-06-14,10018,경기도 김포시 통진읍 마송리 104-33번지 연세산부인과,경기도 김포시 통진읍 김포대로2230번길 14-1,126.5989224,37.6903712
화성시,연세삼육오연합의원,031-223-5611,2016-06-27,18421,경기도 화성시 병점동 203-7번지 다인프라자 2층,경기도 화성시 효행로1156번길 14,127.0516182,37.2134687
여주시,연세새로운병원,031-885-7582,2015-07-14,12626,경기도 여주시 창동 180-1번지,경기도 여주시 영릉로 22,127.6328377,37.2897777
안산시,연세성모의원,031-502-7575,2010-01-01,15304,"경기도 안산시 상록구 부곡동 533번지 1층 일부, 2층, 3층",경기도 안산시 상록구 부곡로 130,126.8638548,37.3332518
수원시,연세세브란스의원,031-242-5440,2010-11-01,16213,경기도 수원시 장안구 연무동 56-119번지 2층,경기도 수원시 장안구 창훈로52번길 2,127.0302206,37.296929
용인시,연세소리이비인후과의원,031-335-5030,2010-10-26,17047,경기도 용인시 처인구 역북동 428-13번지 흥양빌딩 2층,경기도 용인시 처인구 중부대로 1305,127.1899067,37.2361633
김포시,연세소망내과의원,031-985-2209,2009-02-24,10097,경기도 김포시 북변동 826번지 사우테마프라자 302호,경기도 김포시 사우중로 83,126.7206862,37.6220267
광명시,연세소아과의원,02-2681-8768,2009-09-02,14263,경기도 광명시 광명동 158-491번지 누가빌딩 3층,경기도 광명시 오리로 957,126.8566787,37.4783773
화성시,연세소아과의원,031-226-5275,2010-11-03,18398,"경기도 화성시 진안동 914-7번지 거성프라자 501,502호",경기도 화성시 효행로 1073,127.0439246,37.2153277
안양시,연세소아과의원,031-444-0377,2010-01-01,13922,경기도 안양시 동안구 비산동 459-28번지 비산1동 459-28,경기도 안양시 동안구 관악대로 129,126.9383727,37.3991079
하남시,연세소아과의원,031-796-8275,2010-10-29,12969,경기도 하남시 덕풍동 415-72번지 3층,경기도 하남시 신장로 152,127.202146,37.539459
과천시,연세소아청소년과의원,02-504-2121,2010-10-26,13831,경기도 과천시 부림동 46번지 시대빌딩 201호,경기도 과천시 별양로 182-2,126.9980799,37.4340213
수원시,연세소아청소년과의원,031-212-3375,2010-10-29,16519,경기도 수원시 영통구 원천동 550-3번지 선우빌딩 3층,경기도 수원시 영통구 중부대로448번길 106,127.0587211,37.2666535
용인시,연세소아청소년과의원,031-261-1002,2012-11-01,16844,경기도 용인시 수지구 풍덕천동 1047-1번지 거묵빌딩 303호,경기도 용인시 수지구 정평로 40-1,127.0875515,37.319896
수원시,연세소아청소년과의원,031-298-8857,2016-04-14,16402,경기도 수원시 권선구 호매실동 1375번지 3층,경기도 수원시 권선구 호매실로218번길 126,126.9608873,37.2660826
광주시,연세소아청소년과의원,031-763-6490,2010-11-02,12784,경기도 광주시 태전동 628번지 성원프라자 3층311호,경기도 광주시 태봉로 51,127.22931,37.3886462
김포시,연세소아청소년과의원,031-981-2097,2012-06-08,10083,경기도 김포시 장기동 1886-6번지 대영메디칼아카데미 304호,경기도 김포시 김포한강2로 222,126.6609988,37.645213
군포시,연세속시원의원,031-392-3090,2016-06-10,15862,"경기도 군포시 금정동 874-1번지 역사상가 3층,4층",경기도 군포시 번영로 502,126.9333742,37.3575324
광주시,연세손소아청소년과의원,031-798-3066,2010-11-01,12795,경기도 광주시 오포읍 양벌리 375-9번지 청우빌딩 1층,경기도 광주시 오포읍 양벌로 208,127.2538923,37.3783431
고양시,연세송내과의원,031-907-7511,2016-06-29,10447,경기도 고양시 일산동구 백석동 1288-2번지 남정골드프라자 501호,경기도 고양시 일산동구 중앙로 1080,126.7851829,37.6455165
성남시,연세신영의원,031-759-4292,2009-02-19,13112,경기도 성남시 수정구 복정동 677-4번지 용명빌딩 3층,경기도 성남시 수정구 복정로 83,127.1264896,37.4603291
오산시,이화윤소아청소년과의원,031-376-9637,2012-01-01,18144,경기도 오산시 원동 374-4번지 비젼탑 302호,경기도 오산시 경기대로 178,127.0737777,37.1405632
안양시,이화의원,031-429-5338,2010-10-29,14125,경기도 안양시 동안구 호계동 811번지 현대홈타운상가 205호,경기도 안양시 동안구 경수대로 458,126.9606746,37.3643119
여주시,이화의원,031-885-8620,2016-06-17,12631,경기도 여주시 홍문동 269-5번지,경기도 여주시 세종로 77-1,127.6353606,37.2907464
남양주시,이화콕콕소아청소년과의원,031-527-5443,2013-04-04,12102,경기도 남양주시 별내동 1097-7번지 오션타워 302호,경기도 남양주시 별내5로5번길 1,127.1134541,37.6495848
남양주시,이황가정의원,031-568-9408,2012-01-10,12255,"경기도 남양주시 도농동 65번지 부영프라자 305,306호",경기도 남양주시 도농로 29,127.1567345,37.6083618
안산시,이희승내과의원,031-480-3718,2013-01-10,15338,경기도 안산시 단원구 고잔동 671-2번지 바상가 205호,경기도 안산시 단원구 당곡2로 23,126.8378303,37.3248389
수원시,인계365힐링의원,031-232-3650,2013-12-12,16474,경기도 수원시 팔달구 인계동 871-5번지 3층,경기도 수원시 팔달구 인계로 53,127.0237844,37.2696022
안양시,인산의료재단 메트로병원,031-467-9000,2009-02-26,14096,경기도 안양시 만안구 안양동 342-105번지 메트로병원,경기도 안양시 만안구 명학로33번길 8,126.9353988,37.3780857
고양시,인제대학교일산백병원,031-910-7114,2009-04-03,10380,경기도 고양시 일산서구 대화동 2240번지,경기도 고양시 일산서구 주화로 170,126.7505158,37.6741252
포천시,일동연세의원,031-532-0396,2009-02-19,11117,경기도 포천시 일동면 기산리 82-46번지,경기도 포천시 일동면 화동로 1066,127.3184241,37.9582381
안산시,일동제일의원,031-417-0380,2011-10-04,15323,경기도 안산시 상록구 일동 584-9번지 일동제일의원 1층,경기도 안산시 상록구 도매시장로 102,126.8640475,37.3143666
고양시,일산고은소아과의원,031-913-8933,2010-10-27,10375,경기도 고양시 일산서구 일산동 1082-2번지 보성상가,경기도 고양시 일산서구 일산로 523,126.7693811,37.6765967
고양시,일산모든내과의원,031-975-8500,2016-06-13,10341,경기도 고양시 일산서구 일산동 644번지 한더빌딩 2층,경기도 고양시 일산서구 고양대로 691,126.7730426,37.6839017
고양시,일산미래내과의원,031-924-3119,2013-11-12,10242,경기도 고양시 일산서구 탄현동 1640번지 두산위브더제니스상가 109-A호,경기도 고양시 일산서구 일현로 97-11,126.7628408,37.6940982
고양시,일산연세소아과의원,031-918-9911,2010-10-30,10379,경기도 고양시 일산서구 주엽동 138번지 에비뉴상가 2층 2001-1호,경기도 고양시 일산서구 중앙로 1493,126.7546592,37.672296
고양시,일산우리들소아청소년과의원,031-916-9999,2010-10-29,10386,경기도 고양시 일산서구 주엽동 66-1번지 일송노브레스 206~7호,경기도 고양시 일산서구 중앙로 1426,126.761909,37.6701848
고양시,일산유내과의원,031-977-7007,2009-02-27,10350,경기도 고양시 일산서구 일산동 606-1번지 씨티프라자 302호,경기도 고양시 일산서구 원일로 69,126.7701542,37.686734
고양시,일산제일병원,031-900-2000,2014-12-31,10414,"경기도 고양시 일산동구 장항동 898번지 /장백로172, 6~7층/중앙로 116, 3층",경기도 고양시 일산동구 장백로 174,126.7775765,37.6503855
고양시,일산효성내과의원,031-976-7525,2009-11-27,10311,경기도 고양시 일산동구 중산동 1806번지 풍산프라자 404호,경기도 고양시 일산동구 하늘마을1로 2,126.7859599,37.67443
성남시,일신의원,031-735-3132,2016-06-17,13353,경기도 성남시 수정구 신흥동 4211번지 신흥3동 4211,경기도 성남시 수정구 산성대로249번길 3,127.1446492,37.4402435
평택시,임가정의원,031-683-0516,2009-02-18,17955,경기도 평택시 포승읍 도곡리 1143-12번지 도곡리1143-12 2층,경기도 평택시 포승읍 여술로 21,126.8450304,36.9882093
성남시,임기현소아청소년과의원,031-702-0033,2012-10-30,13506,경기도 성남시 분당구 야탑동 361-5번지 대덕프라자 302호,경기도 성남시 분당구 성남대로926번길 6,127.1297992,37.4122211
광명시,임내과의원,02-2614-9111,2010-05-07,14209,경기도 광명시 철산동 56-12번지 상원빌딩 2층,경기도 광명시 광복로 64,126.8654878,37.4895963
가평군,임내과의원,031-581-0675,2010-10-28,12418,"경기도 가평군 가평읍 읍내리 476-7번지 476-7, 2층",경기도 가평군 가평읍 연인1길 1,127.5136089,37.8292882
동두천시,임내과의원,031-867-6793,2010-10-28,11333,경기도 동두천시 생연동 695-3번지 696,경기도 동두천시 큰시장로 42,127.053034,37.9004686
광명시,임란규소아과의원,02-2614-3626,2009-02-26,14267,경기도 광명시 광명동 158-785번지 158-785 2층,경기도 광명시 광명로 886,126.8538986,37.4778513
부천시,임병욱내과의원,032-349-0075,2009-02-18,14772,경기도 부천시 소사본동 409-3번지 센트럴프라자 302호,경기도 부천시 소사동로 82,126.8039521,37.4732187
양주시,임소아청소년과의원,031-858-7582,2012-08-06,11456,경기도 양주시 덕정동 208-8번지 황금프라자 304호,경기도 양주시 고암길 306-77,127.0684858,37.8366657
수원시,임수영소아청소년과의원,031-258-3630,2010-10-31,16349,경기도 수원시 장안구 파장동 579-36,경기도 수원시 장안구 파장로68번길 34,126.9926398,37.3073115
고양시,임스내과의원,031-969-3858,2013-02-26,10285,경기도 고양시 덕양구 관산동 1015번지 더퍼스트프라임상가 301호,경기도 고양시 덕양구 통일로 760,126.86603,37.6877672
안양시,임종윤내과의원,031-344-3137,2016-06-15,14066,"경기도 안양시 동안구 관양동 1604-4번지 별말프라자404,405호 벌말프라자 404호",경기도 안양시 동안구 관평로182번길 54,126.9632328,37.3937758
의정부시,임혜영산부인과의원,031-852-5335,2016-06-15,11788,경기도 의정부시 용현동 554-7번지 3층,경기도 의정부시 충의로 62,127.0873441,37.7374863
시흥시,자라는소아청소년과의원,031-315-1272,2010-10-30,14995,경기도 시흥시 능곡동 752번지 효창프라자 302호,경기도 시흥시 능곡로 188,126.8103254,37.3683073
안성시,자애의원,031-674-1198,2010-11-23,17529,경기도 안성시 일죽면 송천리 15-32번지 송천리 15-32,경기도 안성시 일죽면 금일로 465-10,127.4779323,37.0933549
화성시,자연속내과의원,031-376-7533,2016-06-10,18476,경기도 화성시 청계동 534-1번지 헤븐리원 304.305호,경기도 화성시 동탄대로시범길 148-54,127.1137194,37.200551
성남시,자혜산부인과의원,031-714-9770,2016-06-16,13618,경기도 성남시 분당구 금곡동 159번지 한국프라자 305호,경기도 성남시 분당구 성남대로 170,127.1094371,37.3510896
김포시,장기연세이비인후과의원,031-983-7475,2012-01-01,10083,경기도 김포시 장기동 1602번지 정현메디피아 503호,경기도 김포시 김포한강4로 131,126.6664732,37.6448503
광명시,장내과의원,02-806-3691,2016-06-15,14306,경기도 광명시 하안동 110번지 주공10단지 중앙상가 303호,경기도 광명시 하안로 284,126.8839515,37.4616854
수원시,장내과의원,031-294-8768,2010-10-31,16360,경기도 수원시 장안구 율전동 291-4,경기도 수원시 장안구 서부로 2125,126.9710088,37.2982884
용인시,장내과의원,031-335-0330,2016-06-15,17051,"경기도 용인시 처인구 김량장동 60-1번지 용인타워 301,302,502, 503호",경기도 용인시 처인구 금령로 116,127.2091518,37.2351312
성남시,장내과의원,031-701-9280,2009-02-19,13586,경기도 성남시 분당구 서현동 304번지 임광근린상가 210호,경기도 성남시 분당구 돌마로476번길 31,127.1356526,37.3751201
부천시,장메디의원,032-655-2332,2010-03-15,14617,경기도 부천시 심곡동 352-9번지 우성빌딩 2층,경기도 부천시 부일로 403,126.7751503,37.4872312
성남시,장석태내과의원,031-731-6614,2015-10-12,13262,경기도 성남시 수정구 신흥동 947번지 정인빌딩 2층,경기도 성남시 수정구 수정로 286,127.1467694,37.4498546
군포시,장성원이비인후과의원,031-398-6848,2016-06-14,15865,경기도 군포시 산본동 1135번지 광림프라자 303호,경기도 군포시 산본로323번길 16-15,126.93151,37.3593333
안산시,장성익소아과의원,031-486-2368,2013-03-01,15239,경기도 안산시 단원구 선부동 1076-4번지 군자빌딩 206호,경기도 안산시 단원구 선부광장1로 70,126.8118865,37.3358643
성남시,장소아청소년과의원,031-758-7079,2010-11-01,13287,경기도 성남시 수정구 태평동 3174번지 오거리빌딩 2층,경기도 성남시 수정구 탄리로 120,127.1342979,37.4463282
수원시,장안365이비인후과의원,031-244-0075,2009-10-16,16295,경기도 수원시 장안구 조원동 898-1번지 501호-1,경기도 수원시 장안구 송원로 81,127.0091757,37.3020679
수원시,장안내과의원,031-246-1888,2010-10-31,16304,경기도 수원시 장안구 송죽동 495-13번지 965번길 명성빌딩 602호,경기도 수원시 장안구 경수대로 965,127.0048896,37.3037349
수원시,장안속내과의원,070-5015-1012,2016-06-20,16347,"경기도 수원시 장안구 파장동 570-8번지 3층,5층",경기도 수원시 장안구 장안로 312,126.9887028,37.3091762
의정부시,장암성모의원,031-877-4230,2014-08-19,11718,"경기도 의정부시 장암동 20-14번지 발곡프라자 305,306호",경기도 의정부시 회룡로 178,127.0534268,37.7262978
성남시,장앤전내과이비인후과의원,031-715-2688,2009-02-20,13597,경기도 성남시 분당구 수내동 28-1번지 우리은행 5층,경기도 성남시 분당구 내정로173번길 1,127.1194046,37.374029
양주시,장원규내과의원,031-861-7583,2010-10-28,11443,경기도 양주시 덕계동 681-1번지 정산빌딩 201,경기도 양주시 평화로1435번길 5-3,127.0457103,37.8191169
수원시,장이비인후과의원,031-271-5075,2009-09-17,16329,경기도 수원시 장안구 천천동 527-8번지 강민크리닉 601호,경기도 수원시 장안구 만석로19번길 25-3,126.983224,37.2962368
용인시,장이비인후과의원,031-272-5075,2012-11-01,16873,경기도 용인시 수지구 죽전동 451-5번지 죽전빌딩 301호,경기도 용인시 수지구 대지로 20,127.1122688,37.3269307
용인시,장이비인후과의원,031-282-5075,2016-06-13,16972,경기도 용인시 기흥구 구갈동 352-4번지,경기도 용인시 기흥구 구갈로60번길 1,127.1114901,37.2797629
군포시,장이비인후과의원,031-455-1771,2009-02-23,15855,경기도 군포시 당동 777번지 777,경기도 군포시 군포로 530,126.9462,37.3530882
부천시,장진석내과의원,032-324-0208,2009-02-26,14504,경기도 부천시 상동 523-8번지 에이스프라자 3층,경기도 부천시 도약로 29,126.7526552,37.5126657
군포시,장태종내과의원,031-391-5565,2009-02-23,15818,경기도 군포시 산본동 1097-1번지 산본사이버텔 201호,경기도 군포시 산본로 378,126.9305348,37.364054
시흥시,장현가정의학과의원,031-318-6347,2010-11-26,14998,"경기도 시흥시 장현동 544-6번지 1,2층",경기도 시흥시 새재로7번길 6,126.8009677,37.3806356
남양주시,장현서울의원,031-529-7939,2010-11-02,12002,경기도 남양주시 진접읍 장현리 44-5번지 44-5 영훈빌딩 2층,경기도 남양주시 진접읍 금강로1573번길 9,127.193756,37.7321005
용인시,장혜원가정의학과의원,031-286-9914,2010-11-01,17079,경기도 용인시 기흥구 보라동 140-7번지 신원프라자 203호,경기도 용인시 기흥구 사은로126번길 6,127.1183309,37.2552394
이천시,장호원산부인과의원,031-643-3582,2016-06-13,17420,경기도 이천시 장호원읍 장호원리 66-9번지 장호원산부인과,경기도 이천시 장호원읍 장감로 96,127.6332211,37.1177432
안양시,재단법인경기환경복지재단 더메디필의원,031-458-7777,2016-06-15,14114,경기도 안양시 동안구 호계동 943-29번지,경기도 안양시 동안구 경수대로 607,126.9554742,37.3764736
구리시,재단법인원진녹색병원,031-550-1103,2009-03-16,11919,경기도 구리시 인창동 527-44번지,경기도 구리시 동구릉로 65,127.1336496,37.605948
평택시,재우산부인과의원,031-662-0001,2016-06-16,17757,경기도 평택시 지산동 763-5번지 763-1,경기도 평택시 탄현로 322,127.0560879,37.0808146
연천군,전곡제일산부인과의원,031-832-7507,2016-06-21,11033,경기도 연천군 전곡읍 전곡리 458-11번지 458-2,경기도 연천군 전곡읍 은전로 72-5,127.067722,38.0278428
수원시,전민철소아청소년과의원,031-267-2277,2010-10-30,16461,경기도 수원시 권선구 세류동 230-45번지,경기도 수원시 권선구 권선로509번길 2,127.0073687,37.2638464
군포시,전소아과의원,031-394-7582,2010-11-01,15875,경기도 군포시 당동 874-2번지 한우리교육센터 303호,경기도 군포시 용호2로 33,126.942201,37.3433372
성남시,전소아과의원,031-702-4976,2011-06-03,13586,경기도 성남시 분당구 서현동 305-2번지 분당서현프라자 302호,경기도 성남시 분당구 불정로 379,127.1363511,37.3742814
남양주시,전소아청소년과의원,031-591-4758,2010-11-01,12218,경기도 남양주시 평내동 121-2번지 121-2 4층,경기도 남양주시 경춘로 1316,127.2385222,37.6505815
안양시,전재민내과의원,031-385-7571,2016-06-16,14072,경기도 안양시 동안구 호계동 1041-3번지 명성빌딩 4층,경기도 안양시 동안구 평촌대로227번길 50,126.952563,37.3909426
파주시,전정호소아과의원,031-944-1209,2010-10-26,10926,경기도 파주시 금촌동 235-1번지 주공프라자 302호,경기도 파주시 황골로 15,126.7702913,37.7553422
고양시,전진훈소아과의원,031-902-7505,2010-11-01,10421,경기도 고양시 일산동구 백석동 1194번지 이마트2층 202호,경기도 고양시 일산동구 중앙로 1124,126.7823999,37.6478809
성남시,전혜정소아청소년과의원,031-716-7999,2009-02-25,13600,경기도 성남시 분당구 수내동 83-1번지 동한프라자 2층,경기도 성남시 분당구 돌마로366번길 42,127.1267653,37.3670026
남양주시,전호상소아청소년과의원,031-573-7597,2011-01-07,12066,경기도 남양주시 진접읍 금곡리 1081-2번지 (래일스타) 403호,경기도 남양주시 진접읍 해밀예당1로 36,127.1865708,37.7119214
안산시,정가정의원,031-409-8248,2010-01-01,15540,경기도 안산시 상록구 본오동 880-1번지 청원빌딩 2층,경기도 안산시 상록구 샘골로 143,126.8627382,37.2965339
부천시,정가정의원,032-344-5100,2009-02-13,14771,경기도 부천시 소사본동 400-9번지,경기도 부천시 소사로102번길 59,126.8008318,37.4690598
시흥시,정가정의학과의원,031-319-6854,2009-03-02,15065,경기도 시흥시 정왕동 1790번지 영남아파트상가 2층 207.208호,,126.7382818,37.3418315
군포시,정내과의원,031-459-5951,2009-02-23,15813,경기도 군포시 금정동 725-1번지 태을빌딩 2층,경기도 군포시 금산로22번길 6,126.9409197,37.3644744
양평군,정내과의원,031-771-7548,2016-06-14,12523,경기도 양평군 용문면 다문리 321-5번지 다문리 720-3,경기도 양평군 용문면 용문로 376-1,127.5951644,37.4854437
고양시,정내과의원,031-915-7533,2010-10-27,10240,경기도 고양시 일산서구 탄현동 1476번지 동성상가 302호,경기도 고양시 일산서구 일현로 128,126.7669085,37.6985121
부천시,정내과의원,032-665-7582,2016-06-27,14585,경기도 부천시 중동 679-5번지 인성빌딩 3층,경기도 부천시 석천로 106,126.7617097,37.4967551
부천시,정내과의원,032-673-7582,2010-03-15,14495,경기도 부천시 삼정동 308-12번지 308-12 2층 정내과,경기도 부천시 중동로 410,126.7703676,37.516369
부천시,정다운가정의원,032-341-1033,2009-02-13,14699,경기도 부천시 괴안동 30-3번지 가산빌딩 401호,경기도 부천시 소안로 24,126.8019523,37.4769995
용인시,정다운내과의원,031-274-8200,2010-02-19,17073,경기도 용인시 기흥구 상갈동 481-1번지 상가프라자 302호,경기도 용인시 기흥구 금화로11번길 42,127.1084339,37.2632408
성남시,정다운산부인과의원,031-747-9944,2016-06-14,13354,경기도 성남시 수정구 신흥동 2484번지,경기도 성남시 수정구 산성대로295번길 3,127.1491839,37.4420219
광명시,정다운이비인후과의원,02-2611-7582,2009-02-17,14276,경기도 광명시 광명동 724-14번지 1층,경기도 광명시 도덕로 41,126.8523227,37.4687672
고양시,이영도가정의학과의원,031-917-8281,2009-02-20,10359,경기도 고양시 일산동구 정발산동 1175-1 501호,경기도 고양시 일산동구 대산로 28,126.7734923,37.6703791
용인시,이영은소아청소년과의원,031-265-7146,2012-11-01,16930,경기도 용인시 수지구 상현동 254-14번지 원희캐슬프라자,경기도 용인시 수지구 만현로 110,127.0844687,37.3067342
광주시,이영창내과의원,031-761-0525,2009-02-27,12784,경기도 광주시 태전동 628번지 성원프라자 3층,경기도 광주시 태봉로 51,127.22931,37.3886462
성남시,이예경산부인과의원,031-732-5745,2016-06-21,13180,경기도 성남시 중원구 금광동 15번지 201호,경기도 성남시 중원구 광명로 299,127.1591558,37.44455
부천시,이완복내과의원,032-614-0875,2016-06-21,14585,경기도 부천시 중동 628-7번지 드림씨티빌딩 2층,경기도 부천시 부흥로 197,126.7646963,37.4963827
양평군,이용운소아과의원,031-774-5954,2010-10-28,12561,경기도 양평군 양평읍 양근리 183-11번지 183-11,경기도 양평군 양평읍 시민로 40,127.4960035,37.4901338
안산시,이용주산부인과의원,031-494-3715,2016-06-16,15374,경기도 안산시 단원구 원곡동 779-16번지 이용주산부인과,경기도 안산시 단원구 화랑로 71,126.7975533,37.328452
부천시,이용준내과의원,032-671-8261,2010-03-15,14408,경기도 부천시 고강동 347번지 347,경기도 부천시 역곡로 480,126.816377,37.5273615
고양시,이원규내과의원,031-975-0300,2016-06-17,10340,경기도 고양시 일산서구 일산동 555-1번지 에이스스타디움 303호,경기도 고양시 일산서구 고봉로 291,126.7771312,37.6852069
의정부시,이윤경소아청소년과의원,031-879-0057,2011-05-18,11738,경기도 의정부시 신곡동 726-1번지 박사빌딩 301호,경기도 의정부시 동일로 456,127.0597129,37.7289077
의정부시,이윤정쑥쑥소아청소년과의원,031-829-0026,2012-04-06,11722,경기도 의정부시 장암동 38-10번지 (3층) 224,경기도 의정부시 장곡로 224,127.0532322,37.7236581
광명시,이윤호내과의원,02-2688-6660,2009-09-16,14235,경기도 광명시 철산동 249번지 서림빌딩 207호,경기도 광명시 철산로 11,126.867095,37.4761823
동두천시,이은종내과의원,031-862-8700,2010-10-28,11350,"경기도 동두천시 지행동 718번지 메인프라자 303,305,502호",경기도 동두천시 중앙로 112,127.0524253,37.8913875
구리시,이응준이비인후과의원,031-558-9244,2010-06-15,11914,경기도 구리시 인창동 487-49번지 인창빌딩 201호,경기도 구리시 동구릉로 91,127.1340159,37.6082001
안양시,이의원,031-386-5533,2010-01-01,13919,경기도 안양시 동안구 비산동 363-10번지 동아상가씨동 202호,경기도 안양시 동안구 관악대로213번길 10-10,126.9472255,37.4009955
용인시,이이비인후과의원,031-261-3800,2012-04-27,16930,경기도 용인시 수지구 상현동 254-14번지 원희캐슬 A-301호,경기도 용인시 수지구 만현로 110,127.0844687,37.3067342
수원시,이이형내과의원,031-212-3688,2010-10-29,16531,경기도 수원시 영통구 매탄동 153-6번지 4층,경기도 수원시 영통구 중부대로 266-1,127.0448021,37.2740387
군포시,이재경소아청소년과과의원,031-398-9199,2010-11-01,15865,경기도 군포시 산본동 1123-5번지 신원빌딩 301호,경기도 군포시 광정로 80,126.9295113,37.360197
의정부시,이재균내과의원,031-873-0013,2009-02-26,11675,경기도 의정부시 가능동 672-41번지 672-41호,경기도 의정부시 의정로 191,127.0340967,37.7498195
안양시,이재명내과의원,031-381-1677,2010-10-29,13931,경기도 안양시 동안구 관양동 1408번지 광명빌딩 202호,경기도 안양시 동안구 관평로 330,126.9580311,37.4055502
성남시,이재민이비인후과의원,031-701-3278,2016-06-17,13588,경기도 성남시 분당구 서현동 89-7번지 삼성한신상가 204호,경기도 성남시 분당구 중앙공원로39번길 7,127.1280762,37.3814174
수원시,이재옥산부인과의원,031-256-6798,2016-06-16,16455,경기도 수원시 팔달구 매산로1가 54-4번지 2층,경기도 수원시 팔달구 매산로 9,127.0024761,37.2672073
구리시,이재웅리하트내과의원,031-555-3900,2016-06-23,11954,경기도 구리시 교문동 428-3번지 2층3층,경기도 구리시 아차산로 389,127.1305078,37.589896
부천시,이정례의원,032-612-2164,2010-03-11,14745,경기도 부천시 송내동 453-19,경기도 부천시 성주로 74,126.764557,37.4797321
안산시,이정선내과의원,031-483-9090,2016-06-16,15382,경기도 안산시 단원구 원곡동 846-9번지 보성상가 302호,경기도 안산시 단원구 라성로 48,126.8013573,37.3278368
고양시,이정우소아과의원,031-972-0079,2013-02-26,10500,경기도 고양시 덕양구 화정동 972번지 영프라자 412호,경기도 고양시 덕양구 화신로272번길 58,126.8320631,37.6335747
군포시,이정은속시원산부인과의원,031-395-5454,2016-06-13,15865,경기도 군포시 산본동 1135번지 광림빌딩 4층,경기도 군포시 산본로323번길 16-15,126.93151,37.3593333
안양시,이정희소아과의원,031-381-0450,2010-10-29,14052,경기도 안양시 동안구 관양동 1589-1번지 신라한가람상가 301호,경기도 안양시 동안구 관평로 227,126.9567601,37.396945
김포시,이젠드림가정의학과의원,031-987-7975,2014-01-13,10048,경기도 김포시 양촌읍 학운리 2987번지 이젠드림가정의학과검진센터,경기도 김포시 양촌읍 황금로109번길 27,126.6220935,37.6177134
안양시,이종민소아과의원,031-383-2932,2009-12-01,14071,경기도 안양시 동안구 평촌동 899-7번지 현대상가5차 207호,경기도 안양시 동안구 귀인로 209,126.9620621,37.3868917
광명시,이종원소아청소년과의원,02-806-0300,2009-02-26,14306,경기도 광명시 하안동 53-4번지 천일빌딩 4층,경기도 광명시 범안로 1062,126.8806833,37.4626551
광명시,이즈맘산부인과의원,02-2066-3538,2009-02-27,14250,경기도 광명시 철산동 467-301번지 3~6층,경기도 광명시 오리로 889,126.8636471,37.4761242
수원시,이지소아청소년과의원,031-252-8333,2010-10-29,16435,경기도 수원시 팔달구 화서동 660번지 697번길 16 화서주공4단지상가 204호,경기도 수원시 팔달구 덕영대로697번길 21-4,126.9913686,37.2850381
광명시,이지영상의학과의원,02-2686-2784,2016-06-13,14202,경기도 광명시 광명동 158-189번지 솔목타워 8층,경기도 광명시 오리로 986,126.8538156,37.4797613
수원시,이지의원,031-222-1339,2011-07-29,16568,경기도 수원시 권선구 권선동 1042-9번지,경기도 수원시 권선구 권광로 77,127.0289204,37.2549054
안산시,이지의원,031-409-8133,2013-03-01,15401,경기도 안산시 단원구 신길동 1529번지 1529 센타프라자 201호,경기도 안산시 단원구 도일로 60-15,126.7841588,37.3367534
용인시,이진용소아과의원,031-323-5275,2010-10-26,17050,경기도 용인시 처인구 김량장동 314-7,경기도 용인시 처인구 금령로13번길 12,127.1980985,37.2357987
화성시,이진의원,031-227-9260,2009-02-19,18316,경기도 화성시 봉담읍 상리 27-11번지 양지빌딩 2층,경기도 화성시 봉담읍 삼천병마로 1276,126.9487562,37.2195754
부천시,이창섭외과의원,032-344-4351,2009-02-12,14680,경기도 부천시 괴안동 130번지 역곡3동 130,경기도 부천시 경인로536번길 20,126.8149908,37.4846434
의정부시,이창화산부인과의원,031-842-7575,2016-06-13,11693,경기도 의정부시 의정부동 25-6번지 25-6,경기도 의정부시 태평로 110,127.0517131,37.7422635
성남시,이창희소아청소년과의원,031-719-0016,2011-05-03,13597,경기도 성남시 분당구 수내동 28-2번지 양지프라임 302호,경기도 성남시 분당구 내정로 167,127.1190994,37.3738131
